AutoNum,TagID_Hex,Time_in_ana,Time_out_anac,Weight,Length,Scales,Fins,Eyes,Ad_Clip,Time_out_surgery,Bleeding,Time_recovered,Surgeon,Data_Rec,Rel_group,HT_Temp,HT_DO,SB_Temp,SB_DO,Notes,DateTagged,FishID,TagID_Decimal,Fish_Type,CommonName,SpeciesName,Origin,StudyID,days_starved,Raceway,Length_Type,Knockout_conc,SurBath_conc,DNA,Tag_placement,Num_sutures,Suture_knot,SutureID,Tag_Weight,Sex,Life_Stage,Rel_loc,Rel_Lat,Rel_Lon,Rel_rkm,Rel_datetime,Tag_status_at_Rel,Last_detect_ref_rec,Manufacturer,TagModel,TagSN,PRI_nominal,PRI_estimate,WarrantyLife,CWT_code,TimeStamp,Release Notes
2076,62A7,8:35:49 AM,8:39:16 AM,7.2,87,G,G,G,,8:40:41 AM,0,8:42:44 AM,BL,HF,,10.5,,11,,SS300,5/9/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Spring_Pulse_2023,2,6,FL,70,25,N,TP,1,1x3,PDO 6-0,0.3,I,sub-yearling,,,,,,On,,ATS,SS300,,5,5,37,5-66-21,09-May-23,
2077,277A,8:37:48 AM,8:41:19 AM,8.8,91,G,G,G,,8:42:41 AM,0,8:44:45 AM,BL,HF,,10.5,,11,,SS300,5/9/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Spring_Pulse_2023,2,6,FL,70,25,N,TP,1,1x3,PDO 6-0,0.3,I,sub-yearling,,,,,,On,,ATS,SS300,,5,5,37,5-66-21,09-May-23,
2078,D422,8:40:53 AM,8:43:20 AM,6.6,86,G,G,G,,8:44:42 AM,0,8:46:47 AM,BL,HF,,10.5,,11,,,5/9/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Spring_Pulse_2023,2,6,FL,70,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,,,,,On,,ATS,SS400,,5,5,71,5-66-21,09-May-23,
2079,D4C6,8:42:54 AM,8:45:26 AM,8.7,90,G,G,G,,8:46:43 AM,0,8:49:27 AM,BL,HF,,10.5,,11,,,5/9/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Spring_Pulse_2023,2,6,FL,70,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,,,,,On,,ATS,SS400,,5,5,71,5-66-21,09-May-23,
2080,B2C2,8:45:03 AM,8:47:53 AM,5.2,79,G,G,G,,8:49:24 AM,0,8:51:30 AM,BL,HF,,10.5,,11,,,5/9/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Spring_Pulse_2023,2,6,FL,70,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,,,,,On,,ATS,SS400,,5,5,71,5-66-21,09-May-23,
2081,D5B8,8:47:13 AM,8:50:05 AM,6.4,84,G,G,G,,8:51:29 AM,0,8:53:59 AM,BL,HF,,10.5,,11,,,5/9/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Spring_Pulse_2023,2,6,FL,70,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,,,,,On,,ATS,SS400,,5,5,71,5-66-21,09-May-23,
2082,8E3D,8:49:39 AM,8:52:24 AM,6.5,85,G,G,G,,8:53:55 AM,0,8:56:15 AM,BL,HF,,10.5,,11,,,5/9/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Spring_Pulse_2023,2,6,FL,70,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,,,,,On,,ATS,SS400,,5,5,71,5-66-21,09-May-23,
2083,B49B,8:54:18 AM,8:56:40 AM,5,80,G,G,G,,8:58:12 AM,0,9:00:07 AM,BL,HF,,10.5,,11,,,5/9/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Spring_Pulse_2023,2,6,FL,70,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,,,,,On,,ATS,SS400,,5,5,71,5-66-21,09-May-23,
2084,D114,8:55:36 AM,8:58:48 AM,6.7,83,G,G,G,,9:00:04 AM,0,9:03:16 AM,BL,HF,,10.5,,11,,,5/9/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Spring_Pulse_2023,2,6,FL,70,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,,,,,On,,ATS,SS400,,5,5,71,5-66-21,09-May-23,
2085,BBC4,8:58:25 AM,9:02:01 AM,5,80,G,G,G,,9:03:13 AM,0,9:05:29 AM,BL,HF,,10.5,,11,,,5/9/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Spring_Pulse_2023,2,6,FL,70,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,,,,,On,,ATS,SS400,,5,5,71,5-66-21,09-May-23,
2086,B1B2,9:00:17 AM,9:03:56 AM,5.4,84,G,G,G,,9:05:26 AM,0,9:07:51 AM,BL,HF,,10.5,,11,,,5/9/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Spring_Pulse_2023,2,6,FL,70,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,,,,,On,,ATS,SS400,,5,5,71,5-66-21,09-May-23,
2087,7FBA,9:03:33 AM,9:06:26 AM,6.7,85,G,G,G,,9:07:47 AM,0,9:10:25 AM,BL,HF,,10.5,,11,,,5/9/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Spring_Pulse_2023,2,6,FL,70,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,,,,,On,,ATS,SS400,,5,5,71,5-66-21,09-May-23,
2088,7AC0,9:05:55 AM,9:08:53 AM,6.3,83,G,G,G,,9:10:22 AM,0,9:11:13 AM,BL,HF,,10.5,,11,,,5/9/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Spring_Pulse_2023,2,6,FL,70,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,,,,,On,,ATS,SS400,,5,5,71,5-66-21,09-May-23,
2094,5D92,9:06:55 AM,9:10:18 AM,7.8,89,G,G,G,,9:11:57 AM,0,9:14:38 AM,BA,RR,,10.5,,11,,SS300,5/9/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Spring_Pulse_2023,2,6,FL,70,25,N,TP,1,1x3,PDO 6-0,0.3,I,sub-yearling,,,,,,On,,ATS,SS300,,5,5,37,5-66-21,09-May-23,
2095,5B32,9:09:33 AM,9:12:52 AM,9.8,94,G,G,G,,9:14:15 AM,0,9:16:44 AM,BA,RR,,10.5,,11,,SS300,5/9/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Spring_Pulse_2023,2,6,FL,70,25,N,TP,1,1x3,PDO 6-0,0.3,I,sub-yearling,,,,,,On,,ATS,SS300,,5,5,37,5-66-21,09-May-23,
2096,A7D2,8:41:23 AM,8:43:28 AM,9.5,94,G,G,G,,8:44:52 AM,0,8:48:34 AM,RR,BA,,10.5,,11,,,5/9/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Spring_Pulse_2023,2,6,FL,70,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,,,,,On,,ATS,SS400,,5,5,71,5-66-21,09-May-23,
2097,B88E,8:45:47 AM,8:47:02 AM,7.5,90,G,G,G,,8:48:33 AM,0,8:51:48 AM,RR,BA,,10.5,,11,,,5/9/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Spring_Pulse_2023,2,6,FL,70,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,,,,,On,,ATS,SS400,,5,5,71,5-66-21,09-May-23,
2098,D37D,8:46:46 AM,8:49:38 AM,5.6,81,G,G,G,,8:51:46 AM,0,8:55:49 AM,RR,BA,,10.5,,11,,,5/9/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Spring_Pulse_2023,2,6,FL,70,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,,,,,On,,ATS,SS400,,5,5,71,5-66-21,09-May-23,
2099,D481,8:52:19 AM,8:54:11 AM,7.2,87,G,G,G,,8:55:47 AM,0,8:58:18 AM,RR,BA,,10.5,,11,,,5/9/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Spring_Pulse_2023,2,6,FL,70,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,,,,,On,,ATS,SS400,,5,5,71,5-66-21,09-May-23,
2100,B2EC,8:53:51 AM,8:56:44 AM,7.8,91,G,G,G,,8:58:17 AM,0,9:00:45 AM,RR,BA,,10.5,,11,,,5/9/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Spring_Pulse_2023,2,6,FL,70,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,,,,,On,,ATS,SS400,,5,5,71,5-66-21,09-May-23,
2101,D88D,8:56:35 AM,8:59:13 AM,7.3,88,G,G,G,,9:00:43 AM,0,9:04:58 AM,RR,BA,,10.5,,11,,,5/9/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Spring_Pulse_2023,2,6,FL,70,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,,,,,On,,ATS,SS400,,5,5,71,5-66-21,09-May-23,
2102,D4E1,9:12:38 AM,9:15:08 AM,7.5,88,G,G,G,,9:16:42 AM,0,9:18:10 AM,BA,RR,,10.5,,11,,"Fish jumped during incision, incision larger",5/9/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Spring_Pulse_2023,2,6,FL,70,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,,,,,On,,ATS,SS400,,5,5,71,5-66-21,09-May-23,
2103,B2C7,9:15:04 AM,9:18:45 AM,6.2,86,G,G,G,,9:20:34 AM,0,9:25:38 AM,BA,RR,,10.5,,11,,,5/9/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Spring_Pulse_2023,2,6,FL,70,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,,,,,On,,ATS,SS400,,5,5,71,5-66-21,09-May-23,
2104,E519,9:21:33 AM,9:24:13 AM,5.8,82,G,G,G,,9:25:35 AM,0,9:28:08 AM,BA,RR,,10.5,,11,,,5/9/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Spring_Pulse_2023,2,6,FL,70,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,,,,,On,,ATS,SS400,,5,5,71,5-66-21,09-May-23,
2105,CD5C,9:23:48 AM,9:26:39 AM,6.8,89,G,G,G,,9:28:06 AM,0,9:30:15 AM,BA,RR,,10.5,,11,,,5/9/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Spring_Pulse_2023,2,6,FL,70,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,,,,,On,,ATS,SS400,,5,5,71,5-66-21,09-May-23,
2106,2B5F,2:19:29 PM,2:21:14 PM,5.9,80,G,G,G,,2:22:48 PM,0,2:25:18 PM,JF,CM,,,,,,SS300,5/2/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Spring_Pulse_2023,2,6,FL,75,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,,,,,On,,ATS,SS300,,5,5,37,5-66-21,02-May-23,
2107,5637,2:20:52 PM,2:23:51 PM,7.3,87,G,G,G,,2:25:10 PM,0,2:29:10 PM,JF,CM,,,,,,SS300,5/2/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Spring_Pulse_2023,2,6,FL,75,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,,,,,On,,ATS,SS300,,5,5,37,5-66-21,02-May-23,
2108,D65B,2:23:40 PM,2:27:27 PM,6.6,86,G,G,G,,2:29:07 PM,0,2:31:09 PM,JF,CM,,,,,,,5/2/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Spring_Pulse_2023,2,6,FL,75,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,,,,,On,,ATS,SS400,,5,5,71,5-66-21,02-May-23,
2109,B157,2:26:02 PM,2:29:46 PM,8,89,G,G,G,,2:31:06 PM,0,2:33:41 PM,JF,CM,,,,,,,5/2/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Spring_Pulse_2023,2,6,FL,75,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,,,,,On,,ATS,SS400,,5,5,71,5-66-21,02-May-23,
2110,91F3,2:29:44 PM,2:32:09 PM,7.9,87,G,G,G,,2:33:39 PM,0,2:36:00 PM,JF,CM,,,,,,,5/2/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Spring_Pulse_2023,2,6,FL,75,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,,,,,On,,ATS,SS400,,5,5,71,5-66-21,02-May-23,
2111,B160,2:32:07 PM,2:34:34 PM,7.3,85,G,G,G,,2:35:58 PM,0,2:38:42 PM,JF,CM,,,,,,,5/2/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Spring_Pulse_2023,2,6,FL,75,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,,,,,On,,ATS,SS400,,5,5,71,5-66-21,02-May-23,
2112,D7B2,2:34:33 PM,2:36:53 PM,7.9,87,G,G,G,,2:38:39 PM,0,2:41:03 PM,JF,CM,,,,,,,5/2/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Spring_Pulse_2023,2,6,FL,75,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,,,,,On,,ATS,SS400,,5,5,71,5-66-21,02-May-23,
2113,D0DB,2:36:35 PM,2:39:28 PM,10.3,97,G,G,G,,2:41:01 PM,0,2:43:40 PM,JF,CM,,,,,,,5/2/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Spring_Pulse_2023,2,6,FL,75,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,,,,,On,,ATS,SS400,,5,5,71,5-66-21,02-May-23,
2114,B87A,2:39:17 PM,2:42:11 PM,6.8,87,G,G,G,,2:43:38 PM,0,2:46:15 PM,JF,CM,,,,,,,5/2/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Spring_Pulse_2023,2,6,FL,75,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,,,,,On,,ATS,SS400,,5,5,71,5-66-21,02-May-23,
2115,D0E9,2:41:50 PM,2:44:47 PM,6.3,81,G,G,G,,2:46:10 PM,0,2:50:05 PM,JF,CM,,,,,,,5/2/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Spring_Pulse_2023,2,6,FL,75,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,,,,,On,,ATS,SS400,,5,5,71,5-66-21,02-May-23,
2116,8503,2:44:20 PM,2:48:13 PM,6.2,82,G,G,G,,2:50:00 PM,0,2:52:21 PM,JF,CM,,,,,,,5/2/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Spring_Pulse_2023,2,6,FL,75,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,,,,,On,,ATS,SS400,,5,5,71,5-66-21,02-May-23,
2117,7BE8,2:47:13 PM,2:50:50 PM,7.4,86,G,G,G,,2:52:20 PM,0,2:54:10 PM,JF,CM,,,,,,,5/2/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Spring_Pulse_2023,2,6,FL,75,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,,,,,On,,ATS,SS400,,5,5,71,5-66-21,02-May-23,
2118,9C37,2:49:07 PM,2:52:51 PM,7.2,82,G,G,G,,2:54:07 PM,0,2:55:49 PM,JF,CM,,,,,,,5/2/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Spring_Pulse_2023,2,6,FL,75,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,,,,,On,,ATS,SS400,,5,5,71,5-66-21,02-May-23,
2119,2C49,2:44:21 PM,2:46:15 PM,5.8,83,G,G,G,,2:47:43 PM,0,2:49:59 PM,BA,PC,,,,,,SS300,5/2/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Spring_Pulse_2023,2,6,FL,75,20,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,,,,,On,,ATS,SS300,,5,5,37,5-66-21,02-May-23,
2120,2765,2:45:46 PM,2:48:43 PM,5.2,80,G,G,G,,2:49:57 PM,0,2:56:04 PM,BA,PC,,,,,,SS300,5/2/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Spring_Pulse_2023,2,6,FL,75,20,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,,,,,On,,ATS,SS300,,5,5,37,5-66-21,02-May-23,
2121,70C1,2:52:41 PM,2:54:42 PM,5.9,82,G,G,G,,2:56:02 PM,0,3:02:19 PM,BA,PC,,,,,,,5/2/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Spring_Pulse_2023,2,6,FL,75,20,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,,,,,On,,ATS,SS400,,5,5,71,5-66-21,02-May-23,
2122,741C,2:53:42 PM,2:56:42 PM,6.3,84,G,G,G,,2:58:04 PM,0,3:02:20 PM,BA,PC,,,,,,,5/2/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Spring_Pulse_2023,2,6,FL,75,20,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,,,,,On,,ATS,SS400,,5,5,71,5-66-21,02-May-23,
2123,AF18,2:55:39 PM,2:58:43 PM,6.1,81,G,G,G,,3:00:31 PM,0,3:02:21 PM,BA,PC,,,,,,"dead in tank next morning, tag removed, not brought back to SC",5/2/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Spring_Pulse_2023,2,6,FL,75,20,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,,,,,On,,ATS,SS400,,5,5,71,5-66-21,02-May-23,
2124,EA75,2:58:00 PM,3:00:39 PM,8.3,90,G,G,G,,3:02:17 PM,0,3:06:30 PM,BA,PC,,,,,,,5/2/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Spring_Pulse_2023,2,6,FL,75,20,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,,,,,On,,ATS,SS400,,5,5,71,5-66-21,02-May-23,
2125,86FB,3:00:34 PM,3:03:12 PM,8.1,91,G,G,G,,3:04:45 PM,0,3:06:31 PM,BA,PC,,,,,,,5/2/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Spring_Pulse_2023,2,6,FL,75,20,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,,,,,On,,ATS,SS400,,5,5,71,5-66-21,02-May-23,
