AutoNum,TagID_Hex,Time_in_ana,Time_out_anac,Weight,Length,Scales,Fins,Eyes,Ad_Clip,Time_out_surgery,Bleeding,Time_recovered,Surgeon,Data_Rec,Rel_group,HT_Temp,HT_DO,SB_Temp,SB_DO,Notes,DateTagged,FishID,TagID_Decimal,Fish_Type,CommonName,SpeciesName,Origin,StudyID,days_starved,Raceway,Length_Type,Knockout_conc,SurBath_conc,DNA,Tag_placement,Num_sutures,Suture_knot,SutureID,Tag_Weight,Sex,Life_Stage,Rel_loc,Rel_Lat,Rel_Lon,Rel_rkm,Rel_datetime,Tag_status_at_Rel,Last_detect_ref_rec,Manufacturer,TagModel,TagSN,PRI_nominal,PRI_estimate,WarrantyLife,CWT_code,TimeStamp,Release Notes
2170,9CBF,3:42:42 PM,3:45:22 PM,6.5,81,G,G,G,N,3:46:43 PM,0,3:52:01 PM,BA,PC,,10.8,11.56,11.1,11.66,,4/18/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2023,0,6,FL,75,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,40.154441,-122.202488,461.579,,On,,ATS,SS400,,5,5,71,5-66-21,18-Apr-23,
2171,8B3F,3:47:21 PM,3:50:18 PM,7.1,84,G,G,G,N,3:51:59 PM,0,3:54:26 PM,BA,PC,,10.8,11.56,11.1,11.66,,4/18/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2023,0,6,FL,75,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,40.154441,-122.202488,461.579,,On,,ATS,SS400,,5,5,71,5-66-21,18-Apr-23,
2172,D7A6,3:50:13 PM,3:53:19 PM,8.7,86,G,G,G,N,3:54:25 PM,0,3:55:15 PM,BA,PC,,10.8,11.56,11.1,11.66,,4/18/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2023,0,6,FL,75,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,40.154441,-122.202488,461.579,,On,,ATS,SS400,,5,5,71,5-66-21,18-Apr-23,
2173,B702,3:53:00 PM,3:56:25 PM,7.7,85,G,G,G,N,3:58:32 PM,0,4:01:46 PM,BA,PC,,10.8,11.56,11.1,11.66,,4/18/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2023,0,6,FL,75,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,40.154441,-122.202488,461.579,,On,,ATS,SS400,,5,5,71,5-66-21,18-Apr-23,
2174,8E33,3:56:23 PM,4:00:31 PM,8.4,87,G,G,G,N,4:01:43 PM,0,4:04:45 PM,BA,PC,,10.8,11.56,11.1,11.66,,4/18/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2023,0,6,FL,75,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,40.154441,-122.202488,461.579,,On,,ATS,SS400,,5,5,71,5-66-21,18-Apr-23,
2175,8F3D,4:00:27 PM,4:03:14 PM,7.1,84,G,G,G,N,4:04:35 PM,0,4:07:21 PM,BA,PC,,10.8,11.56,11.1,11.66,,4/18/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2023,0,6,FL,75,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,40.154441,-122.202488,461.579,,On,,ATS,SS400,,5,5,71,5-66-21,18-Apr-23,
2176,B28F,4:03:02 PM,4:06:00 PM,7.5,87,G,G,G,N,4:07:19 PM,0,4:10:00 PM,BA,PC,,10.8,11.56,11.1,11.66,,4/18/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2023,0,6,FL,75,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,40.154441,-122.202488,461.579,,On,,ATS,SS400,,5,5,71,5-66-21,18-Apr-23,
2177,B7F6,4:05:53 PM,4:08:23 PM,8.6,85,G,G,G,N,4:09:57 PM,0,4:11:02 PM,BA,PC,,10.8,11.56,11.1,11.66,,4/18/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2023,0,6,FL,75,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,40.154441,-122.202488,461.579,,On,,ATS,SS400,,5,5,71,5-66-21,18-Apr-23,
2178,86F1,3:31:51 PM,3:34:37 PM,8.4,84,G,G,G,N,3:36:46 PM,0,3:38:59 PM,Bl,JF,,10.8,11.56,11.1,11.66,,4/18/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2023,0,6,FL,75,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,40.154441,-122.202488,461.579,,On,,ATS,SS400,,5,5,71,5-66-21,18-Apr-23,
2179,8C67,3:34:08 PM,3:37:34 PM,7.1,85,G,G,G,N,3:38:57 PM,0,3:41:00 PM,Bl,JF,,10.8,11.56,11.1,11.66,,4/18/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2023,0,6,FL,75,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,40.154441,-122.202488,461.579,,On,,ATS,SS400,,5,5,71,5-66-21,18-Apr-23,
2180,B0BE,3:37:05 PM,3:39:31 PM,8,86,G,G,G,N,3:40:58 PM,0,3:42:59 PM,Bl,JF,,10.8,11.56,11.1,11.66,,4/18/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2023,0,6,FL,75,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,40.154441,-122.202488,461.579,,On,,ATS,SS400,,5,5,71,5-66-21,18-Apr-23,
2181,9027,3:39:14 PM,3:41:38 PM,6.8,84,G,G,G,N,3:42:56 PM,0,3:45:16 PM,Bl,JF,,10.8,11.56,11.1,11.66,,4/18/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2023,0,6,FL,75,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,40.154441,-122.202488,461.579,,On,,ATS,SS400,,5,5,71,5-66-21,18-Apr-23,
2182,7C14,3:41:06 PM,3:43:40 PM,7,85,G,G,G,N,3:45:14 PM,0,3:47:49 PM,Bl,JF,,10.8,11.56,11.1,11.66,,4/18/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2023,0,6,FL,75,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,40.154441,-122.202488,461.579,,On,,ATS,SS400,,5,5,71,5-66-21,18-Apr-23,
2183,79A0,3:43:20 PM,3:45:56 PM,7.2,83,G,G,G,N,3:47:46 PM,0,3:50:40 PM,Bl,JF,,10.8,11.56,11.1,11.66,,4/18/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2023,0,6,FL,75,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,40.154441,-122.202488,461.579,,On,,ATS,SS400,,5,5,71,5-66-21,18-Apr-23,
2184,90CF,3:45:27 PM,3:49:02 PM,5.9,80,G,G,G,N,3:50:38 PM,0,3:54:21 PM,Bl,JF,,10.8,11.56,11.1,11.66,,4/18/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2023,0,6,FL,75,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,40.154441,-122.202488,461.579,,On,,ATS,SS400,,5,5,71,5-66-21,18-Apr-23,
2185,8773,3:50:53 PM,3:53:04 PM,7,84,G,G,G,N,3:54:18 PM,0,3:56:14 PM,Bl,JF,,10.8,11.56,11.1,11.66,,4/18/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2023,0,6,FL,75,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,40.154441,-122.202488,461.579,,On,,ATS,SS400,,5,5,71,5-66-21,18-Apr-23,
2186,845F,3:52:09 PM,3:54:41 PM,7.5,86,G,G,G,N,3:56:12 PM,0,4:00:45 PM,Bl,JF,,10.8,11.56,11.1,11.66,,4/18/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2023,0,6,FL,75,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,40.154441,-122.202488,461.579,,On,,ATS,SS400,,5,5,71,5-66-21,18-Apr-23,
2187,B4CA,3:56:32 PM,3:59:18 PM,8.4,89,G,G,G,N,4:00:34 PM,0,4:02:44 PM,Bl,JF,,10.8,11.56,11.1,11.66,,4/18/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2023,0,6,FL,75,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,40.154441,-122.202488,461.579,,On,,ATS,SS400,,5,5,71,5-66-21,18-Apr-23,
2188,7D3E,3:57:52 PM,4:01:19 PM,7,87,G,G,G,N,4:02:41 PM,0,4:05:45 PM,Bl,JF,,10.8,11.56,11.1,11.66,,4/18/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2023,0,6,FL,75,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,40.154441,-122.202488,461.579,,On,,ATS,SS400,,5,5,71,5-66-21,18-Apr-23,
2189,B0B8,4:01:12 PM,4:04:18 PM,6.2,80,G,G,G,N,4:05:42 PM,0,4:08:45 PM,Bl,JF,,10.8,11.56,11.1,11.66,,4/18/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2023,0,6,FL,75,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,40.154441,-122.202488,461.579,,On,,ATS,SS400,,5,5,71,5-66-21,18-Apr-23,
2190,0A68,4:02:58 PM,4:06:48 PM,6.5,83,G,G,G,N,4:08:43 PM,0,4:10:57 PM,Bl,JF,,10.8,11.56,11.1,11.66,,4/18/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Seasonal_Survival_2023,0,6,FL,75,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,40.154441,-122.202488,461.579,,On,,ATS,SS400,,5,5,71,5-66-21,18-Apr-23,
2191,E249,8:20:52 AM,8:24:44 AM,9.3,90,G,G,G,,8:25:58 AM,0,8:27:45 AM,BL,HF,,,,,,SNOWMAN TAG,5/16/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Spring_Pulse_2023,2,6,FL,70,25,N,TP,1,1x3,PDO 6-0,0.3,I,sub-yearling,,,,,,On,,ATS,SS300,,5,5,71,5-66-21,16-May-23,
2192,0690,8:22:57 AM,8:26:32 AM,6.9,87,G,G,G,,8:27:39 AM,0,8:29:58 AM,BL,HF,,,,,,SNOWMAN TAG,5/16/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Spring_Pulse_2023,2,6,FL,70,25,N,TP,1,1x3,PDO 6-0,0.3,I,sub-yearling,,,,,,On,,ATS,SS300,,5,5,71,5-66-21,16-May-23,
2193,6BE9,8:31:21 AM,8:34:18 AM,6.9,87,G,G,G,,8:35:30 AM,0,8:38:02 AM,BL,HF,,,,,,tags hard to read.  6 looks like 5.  B very faint:  could be F or E?,5/16/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Spring_Pulse_2023,2,6,FL,70,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,,,,,On,,ATS,SS400,,5,5,71,5-66-21,16-May-23,
2194,6B37,8:33:39 AM,8:37:06 AM,7.7,88,G,G,G,,8:38:31 AM,0,8:40:38 AM,BL,HF,,,,,,B faint,5/16/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Spring_Pulse_2023,2,6,FL,70,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,,,,,On,,ATS,SS400,,5,5,71,5-66-21,16-May-23,
2195,6BC4,8:36:58 AM,8:39:22 AM,8.3,90,G,G,G,,8:40:36 AM,0,8:42:25 AM,BL,HF,,,,,,B faint,5/16/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Spring_Pulse_2023,2,6,FL,70,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,,,,,On,,ATS,SS400,,5,5,71,5-66-21,16-May-23,
2196,6C22,8:38:48 AM,8:41:12 AM,9.5,94,G,G,G,,8:42:22 AM,0,8:44:21 AM,BL,HF,,,,,,,5/16/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Spring_Pulse_2023,2,6,FL,70,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,,,,,On,,ATS,SS400,,5,5,71,5-66-21,16-May-23,
2197,50CC,8:40:46 AM,8:43:19 AM,7.7,87,G,G,G,,8:44:18 AM,0,8:47:15 AM,BL,HF,,,,,,,5/16/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Spring_Pulse_2023,2,6,FL,70,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,,,,,On,,ATS,SS400,,5,5,71,5-66-21,16-May-23,
2198,5B8C,8:42:33 AM,8:45:45 AM,7.4,88,G,G,G,,8:47:13 AM,0,8:49:18 AM,BL,HF,,,,,,B faint,5/16/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Spring_Pulse_2023,2,6,FL,70,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,,,,,On,,ATS,SS400,,5,5,71,5-66-21,16-May-23,
2199,527D,8:44:39 AM,8:48:08 AM,8.4,94,G,G,G,,8:49:16 AM,0,8:51:21 AM,BL,HF,,,,,,,5/16/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Spring_Pulse_2023,2,6,FL,70,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,,,,,On,,ATS,SS400,,5,5,71,5-66-21,16-May-23,
2200,57E2,8:47:29 AM,8:50:10 AM,6.8,87,G,G,G,,8:51:18 AM,0,8:53:08 AM,BL,HF,,,,,,,5/16/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Spring_Pulse_2023,2,6,FL,70,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,,,,,On,,ATS,SS400,,5,5,71,5-66-21,16-May-23,
2201,5276,8:49:47 AM,8:51:51 AM,8.6,91,G,G,G,,8:53:04 AM,0,8:55:13 AM,BL,HF,,,,,,,5/16/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Spring_Pulse_2023,2,6,FL,70,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,,,,,On,,ATS,SS400,,5,5,71,5-66-21,16-May-23,
2202,0354,8:51:32 AM,8:53:57 AM,7.3,89,G,G,G,,8:55:10 AM,0,8:55:53 AM,BL,HF,,,,,,,5/16/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Spring_Pulse_2023,2,6,FL,70,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,,,,,On,,ATS,SS400,,5,5,71,5-66-21,16-May-23,
2203,CAB4,8:23:16 AM,8:26:00 AM,6.5,88,G,G,G,,8:27:30 AM,0,8:29:39 AM,JF,BA,,,,,,SS300,5/16/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Spring_Pulse_2023,2,6,FL,75,25,N,TP,1,1x3,PDO 6-0,0.3,I,sub-yearling,,,,,,On,,ATS,SS300,,5,5,71,5-66-21,16-May-23,
2204,59AB,8:24:23 AM,8:28:12 AM,11,101,G,G,G,,8:29:38 AM,0,8:34:58 AM,JF,BA,,,,,,SS300,5/16/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Spring_Pulse_2023,2,6,FL,75,25,N,TP,1,1x3,PDO 6-0,0.3,I,sub-yearling,,,,,,On,,ATS,SS300,,5,5,71,5-66-21,16-May-23,
2205,6B45,8:30:57 AM,8:33:13 AM,8.4,91,G,G,G,,8:34:57 AM,0,8:37:09 AM,JF,BA,,,,,,SS400. JUMPED DURING INCISION,5/16/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Spring_Pulse_2023,2,6,FL,75,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,,,,,On,,ATS,SS400,,5,5,71,5-66-21,16-May-23,
2206,6B33,8:32:46 AM,8:35:35 AM,7.3,87,G,G,G,,8:37:07 AM,0,8:39:14 AM,JF,BA,,,,,,SS400,5/16/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Spring_Pulse_2023,2,6,FL,75,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,,,,,On,,ATS,SS400,,5,5,71,5-66-21,16-May-23,
2207,4DC8,8:35:33 AM,8:37:38 AM,7.1,88,G,G,G,,8:39:12 AM,0,8:43:12 AM,JF,BA,,,,,,SS400,5/16/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Spring_Pulse_2023,2,6,FL,75,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,,,,,On,,ATS,SS400,,5,5,71,5-66-21,16-May-23,
2208,5D0C,8:40:23 AM,8:41:39 AM,6.2,84,G,G,G,,8:43:11 AM,0,8:45:23 AM,JF,BA,,,,,,SS400,5/16/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Spring_Pulse_2023,2,6,FL,75,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,,,,,On,,ATS,SS400,,5,5,71,5-66-21,16-May-23,
2209,5D78,8:41:15 AM,8:44:01 AM,6.7,89,G,G,G,,8:45:20 AM,0,8:47:35 AM,JF,BA,,,,,,SS400,5/16/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Spring_Pulse_2023,2,6,FL,75,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,,,,,On,,ATS,SS400,,5,5,71,5-66-21,16-May-23,
2210,4D10,8:43:54 AM,8:46:03 AM,5.6,85,G,G,G,,8:47:31 AM,0,8:49:23 AM,JF,BA,,,,,,SS400,5/16/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Spring_Pulse_2023,2,6,FL,75,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,,,,,On,,ATS,SS400,,5,5,71,5-66-21,16-May-23,
2211,6B90,8:46:02 AM,8:48:11 AM,8.9,94,G,G,G,,8:49:22 AM,0,8:51:09 AM,JF,BA,,,,,,SS400,5/16/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Spring_Pulse_2023,2,6,FL,75,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,,,,,On,,ATS,SS400,,5,5,71,5-66-21,16-May-23,
2212,5287,8:48:09 AM,8:49:56 AM,8.2,92,G,G,G,,8:51:07 AM,0,8:53:03 AM,JF,BA,,,,,,SS400,5/16/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Spring_Pulse_2023,2,6,FL,75,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,,,,,On,,ATS,SS400,,5,5,71,5-66-21,16-May-23,
2213,5CF4,8:49:52 AM,8:51:53 AM,6.2,84,G,G,G,,8:53:02 AM,0,8:55:42 AM,JF,BA,,,,,,SS400,5/16/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Spring_Pulse_2023,2,6,FL,75,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,,,,,On,,ATS,SS400,,5,5,71,5-66-21,16-May-23,
2214,5C6B,8:51:51 AM,8:54:21 AM,7.6,89,G,G,G,,8:55:40 AM,0,8:58:11 AM,JF,BA,,,,,,SS400,5/16/2023,,,Seasonal Survival,Chinook salmon,Oncorhynchus tshawytscha,Hatchery,Spring_Pulse_2023,2,6,FL,75,25,N,TP,1,1x3,PDO 6-0,0.21,I,sub-yearling,,,,,,On,,ATS,SS400,,5,5,71,5-66-21,16-May-23,